Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Rosario, Mike",29:18,7,7,100%,0,5,0%,2,2,100%,0,2,2,2,0,2,0,0,16
"Gierbolini, Joel",11:48,2,4,50%,0,0,0%,0,0,0%,1,3,4,1,1,1,0,1,4
"Carmona, Alejandro 'Bimbo'",32:14,3,7,43%,0,1,0%,5,6,83%,1,10,11,5,2,0,4,0,11
"Díaz, Jorge Brian",37:14,9,13,69%,0,0,0%,1,2,50%,2,5,7,2,4,2,0,5,19
"Hammonds, Cliff",25:15,1,2,50%,1,2,50%,1,2,50%,0,4,4,5,5,2,1,0,6
"Chaney, Richard",8:29,1,1,100%,0,0,0%,0,0,0%,0,0,0,0,2,0,0,0,2
"Rodriguez, Ernesto",7:23,0,0,0%,0,0,0%,1,2,50%,0,0,0,3,1,0,0,0,1
"Smith, Donta",22:56,2,4,50%,0,2,0%,4,4,100%,0,2,2,5,5,2,0,1,8
"Mojica, Javier",25:18,1,3,33%,0,3,0%,3,4,75%,1,1,2,2,3,1,0,0,5
Totals:,,26,41,63%,1,13,8%,17,22,77%,5,27,32,25,23,10,5,7,72
