Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Gonzalez, Eliel",5:57,0,1,0%,0,0,0%,4,4,100%,0,3,3,0,1,2,0,0,4
"Torres, Andres",24:27,1,2,50%,2,3,67%,0,0,0%,0,0,0,6,3,1,1,0,8
"Colon, Gabriel 'Pirulo'",13:07,0,1,0%,0,0,0%,1,2,50%,0,2,2,0,0,1,0,0,1
"Pagan, Wilfredo",14:44,0,1,0%,0,1,0%,0,0,0%,0,3,3,8,1,0,0,0,0
"Morales, Darius",5:57,1,1,100%,0,0,0%,0,4,0%,0,0,0,0,4,1,0,0,2
"Reese, Derek",12:54,0,3,0%,0,0,0%,0,0,0%,0,3,3,0,3,0,1,1,0
"Liz, Víctor",25:17,2,4,50%,3,4,75%,4,5,80%,1,3,4,6,2,3,2,0,17
"Emory, Carlos",26:54,4,8,50%,1,3,33%,0,0,0%,3,1,4,2,0,1,0,0,11
"Dawson, Eric",26:52,1,4,25%,0,0,0%,4,4,100%,2,4,6,2,3,5,3,1,6
"Vassallo, Ángel Daniel",16:39,5,8,63%,6,8,75%,3,4,75%,3,0,3,1,2,1,1,0,31
"Harris, Mike",27:05,6,8,75%,0,1,0%,5,6,83%,0,4,4,3,1,3,2,1,17
Totals:,,20,41,49%,12,20,60%,21,29,72%,9,23,32,28,20,18,10,3,97
