Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Rosas, Samuel",9:49,0,1,0%,0,2,0%,0,0,0%,0,0,0,1,1,1,0,0,0
"Brown, Daniel 'Dee'",30:11,7,8,88%,1,3,33%,3,3,100%,0,2,2,7,1,2,1,0,20
"Apodaca, Rick",20:52,0,3,0%,1,3,33%,0,0,0%,1,5,6,1,0,2,0,0,3
"Jones, Joel",35:41,3,8,38%,1,3,33%,0,0,0%,2,6,8,1,1,3,1,0,9
"Alamo, Angel 'Junito'",13:27,2,2,100%,1,1,100%,0,0,0%,1,1,2,0,4,0,0,0,7
"Huertas, David",23:43,4,5,80%,1,1,100%,7,7,100%,1,7,8,3,3,3,0,0,18
"Sims, DeShawn",26:57,4,10,40%,0,2,0%,2,4,50%,2,1,3,0,2,1,0,0,10
"Ramos, Peter John",39:20,9,15,60%,0,0,0%,8,9,89%,3,8,11,1,2,4,0,1,26
Totals:,,29,52,56%,5,15,33%,20,23,87%,10,30,40,14,14,16,2,1,93
