Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Viñales, Kyle",31:30,2,9,22%,3,3,100%,5,5,100%,1,2,3,4,4,1,5,0,18
"Gee, Alonzo",34:07,5,14,36%,1,4,25%,7,9,78%,1,8,9,6,3,4,3,0,20
"De Jesús, Jezreel",17:21,4,7,57%,1,2,50%,0,0,0%,1,2,3,1,0,0,2,0,11
"Costner, Brandon",33:54,3,7,43%,1,3,33%,11,12,92%,1,7,8,3,3,5,1,0,20
"Fillyaw, Marcus",27:16,2,7,29%,2,3,67%,0,0,0%,0,3,3,3,3,3,1,0,10
"Nieves, Joel",12:43,0,0,0%,2,4,50%,0,0,0%,0,1,1,0,1,0,0,0,6
"Penn, Kleon",23:45,2,4,50%,0,0,0%,0,2,0%,2,0,2,0,2,2,0,2,4
"Marrero, DeJuan",19:20,2,4,50%,0,0,0%,0,0,0%,1,3,4,1,2,1,0,0,4
Totals:,,20,52,38%,10,19,53%,23,28,82%,7,26,33,18,18,16,12,2,93
