Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Bowles, Denzel",29:53,5,14,36%,0,0,0%,4,6,67%,2,8,10,5,3,0,2,0,14
"Lanauze, Carlos J.",0:41,0,0,0%,0,0,0%,0,0,0%,0,1,1,0,0,0,0,0,0
"Maye, James",3:26,1,1,100%,0,1,0%,0,0,0%,0,0,0,0,1,0,0,0,2
"Ebanks, Devin",17:47,0,4,0%,2,3,67%,2,2,100%,2,4,6,1,3,2,0,0,8
"Colon, Gabriel 'Pirulo'",3:53,0,0,0%,0,0,0%,0,0,0%,0,1,1,0,1,0,0,0,0
"Souberbielle, Marcel",24:31,2,4,50%,1,2,50%,2,2,100%,0,2,2,2,2,0,2,0,9
"Diaz, Gary",0:41,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Sosa, Isaac",10:49,2,2,100%,1,1,100%,0,0,0%,1,1,2,0,4,1,0,0,7
"Emory, Carlos",30:30,6,7,86%,1,5,20%,4,5,80%,3,3,6,2,1,0,2,1,19
"Rivera, Carlos Rubén",31:16,0,1,0%,3,4,75%,4,4,100%,0,1,1,7,1,2,1,0,13
"Curry, Terrence 'T.J.'",0:41,0,1,0%,0,0,0%,2,2,100%,0,0,0,0,0,0,1,0,2
"García, Jonathan",8:02,0,0,0%,0,1,0%,0,0,0%,2,0,2,1,0,0,0,0,0
"Vassallo, Ángel Daniel",33:49,8,15,53%,2,5,40%,4,5,80%,1,2,3,6,3,3,1,0,26
"Reyes, Angelo",3:53,0,1,0%,0,0,0%,0,0,0%,1,1,2,0,1,1,0,0,0
Totals:,,24,50,48%,10,22,45%,22,26,85%,12,24,36,24,20,9,9,1,100
