Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Mendoza, Rigoberto",35:54,7,10,70%,1,5,20%,6,6,100%,2,5,7,0,2,1,0,0,23
"Andújar, Emmanuel 'Emmy'",1:02,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Han, Francis Jonathan",16:12,0,0,0%,0,0,0%,0,0,0%,0,7,7,4,3,2,0,0,0
"Figueroa, Carlos",0:07,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Abreu, Álex",23:55,1,3,33%,0,3,0%,0,0,0%,0,4,4,5,2,2,1,0,2
"Ledo, Ricardo",29:53,3,10,30%,1,6,17%,2,4,50%,2,2,4,2,2,4,0,0,11
"Clavell, Gilberto",4:52,0,3,0%,0,0,0%,0,0,0%,1,1,2,0,0,0,0,0,0
"Hernández, Luis 'Pelacoco'",21:42,1,6,17%,1,3,33%,1,2,50%,3,0,3,0,2,0,1,0,6
"Behanan, Chane",31:17,7,9,78%,1,1,100%,6,9,67%,5,3,8,1,0,0,0,0,23
"Guitián, José",14:49,0,1,0%,1,4,25%,2,2,100%,1,3,4,0,2,0,0,0,5
"Gaston, Chris",20:13,2,7,29%,0,0,0%,2,4,50%,4,4,8,2,2,0,0,3,6
Totals:,,21,49,43%,5,22,23%,19,27,70%,18,29,47,14,15,9,2,3,76
