Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Rodriguez, Erick",5:34,0,0,0%,0,0,0%,0,0,0%,0,1,1,0,0,0,0,0,0
"Western, Franklin",15:40,4,4,100%,0,0,0%,6,6,100%,1,2,3,1,1,0,0,0,14
"Wingate, Jason",5:26,0,1,0%,0,0,0%,5,6,83%,0,2,2,0,4,4,0,0,5
"Dalmau, Christian",32:15,5,9,56%,2,6,33%,3,5,60%,0,3,3,8,3,3,2,0,19
"Valenzuela, Hector",3:59,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,2,1,0,0,0
"Soto, Josue",2:19,0,1,0%,1,1,100%,0,0,0%,0,0,0,0,1,0,0,0,3
"Mitchell, Markus",4:13,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Lee, Carmelo Antrone",27:46,2,3,67%,1,2,50%,0,0,0%,0,2,2,2,0,0,0,0,7
"Barbosa, Raymond",11:42,2,2,100%,1,3,33%,0,0,0%,1,1,2,0,2,1,0,0,7
"Mojica, Javier",28:37,3,6,50%,1,3,33%,0,0,0%,1,4,5,3,0,0,1,0,9
"Shannon, Terrence",33:24,5,8,63%,1,2,50%,3,6,50%,3,5,8,2,1,2,1,2,16
"Traylor, Robert",29:05,6,7,86%,0,1,0%,3,5,60%,3,6,9,2,3,5,2,2,15
Totals:,,27,41,66%,7,18,39%,20,28,71%,9,26,35,18,17,16,6,4,95
