Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Hatton, Roberto Jose 'Bobby Joe'",26:18,1,2,50%,0,1,0%,1,4,25%,0,2,2,6,0,2,1,0,3
"Colon, Gabriel 'Pirulo'",19:08,3,4,75%,1,2,50%,1,1,100%,1,2,3,0,2,0,1,0,10
"Meléndez, Ricardo 'Ricky'",17:16,1,2,50%,1,4,25%,2,2,100%,1,3,4,2,4,0,1,0,7
"De Jesus, Manuel",1:42,0,0,0%,0,0,0%,0,0,0%,0,0,0,1,0,0,0,0,0
"Cruz, Alvin",31:15,9,13,69%,1,4,25%,4,4,100%,0,1,1,4,4,1,0,0,25
"Rivera, Carlos Rubén",8:45,0,0,0%,1,1,100%,0,0,0%,0,0,0,0,0,0,0,0,3
"Falcon, Alexander",8:50,1,3,33%,0,1,0%,0,0,0%,1,1,2,0,0,2,0,0,2
"Narvaez, Manuel Antonio",31:56,6,10,60%,0,0,0%,4,7,57%,2,10,12,0,1,3,0,1,16
"Rodgers, Leon",21:59,3,6,50%,0,1,0%,3,3,100%,2,3,5,0,5,2,1,0,9
"Nailon, Lee",32:51,8,16,50%,0,1,0%,1,2,50%,2,5,7,4,3,3,2,1,17
Totals:,,32,56,57%,4,15,27%,16,23,70%,9,27,36,17,19,13,6,2,92
