Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Diogu, Ike",30:17,3,5,60%,1,2,50%,2,2,100%,1,4,5,2,1,1,1,1,11
"Rosario, Mike",13:09,1,5,20%,0,1,0%,1,2,50%,0,1,1,2,1,0,1,0,3
"Colon, Gabriel 'Pirulo'",14:30,2,3,67%,0,0,0%,0,1,0%,1,1,2,0,2,0,1,0,4
"Villegas, Johwen",28:48,3,8,38%,0,2,0%,5,5,100%,0,2,2,1,2,0,1,0,11
"Emory, Carlos",6:39,1,4,25%,0,1,0%,0,1,0%,2,1,3,1,1,0,0,0,2
"Rivera, Carlos Rubén",31:22,3,6,50%,3,3,100%,3,3,100%,0,1,1,4,4,4,4,0,18
"Santiago, Eddin",7:45,1,3,33%,0,1,0%,0,0,0%,0,1,1,0,1,1,0,0,2
"Harris, Mike",29:17,1,9,11%,0,0,0%,0,0,0%,1,7,8,3,3,4,0,0,2
"Jimenez, Giovanni",0:52,0,0,0%,0,1,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Vassallo, Ángel Daniel",19:39,2,6,33%,1,6,17%,2,2,100%,2,1,3,1,2,1,0,0,9
"Narvaez, Manuel Antonio",17:35,1,3,33%,0,0,0%,0,0,0%,3,3,6,0,0,0,1,0,2
Totals:,,18,52,35%,5,17,29%,13,16,81%,10,22,32,14,17,11,9,1,64
