Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"DeLeon, Adris",33:58,3,8,38%,1,7,14%,3,7,43%,0,3,3,5,2,0,2,0,12
"Lee, Carmelo Antrone",28:06,3,11,27%,0,1,0%,2,4,50%,4,4,8,2,1,0,1,1,8
"Belardo, Gabriel J.",15:24,2,4,50%,2,4,50%,0,0,0%,3,0,3,1,2,0,0,0,10
"Copeland, Donald",6:01,0,1,0%,0,0,0%,0,2,0%,0,0,0,1,0,0,0,0,0
"Reyes, Angelo",21:43,3,9,33%,0,0,0%,3,4,75%,4,2,6,1,3,1,0,0,9
"Colón, Alexis 'Bebo'",19:46,1,2,50%,0,1,0%,2,2,100%,0,1,1,0,4,0,0,0,4
"Díaz, Jorge Brian",21:20,5,5,100%,0,0,0%,1,2,50%,0,2,2,1,3,0,0,1,11
"Shannon, Terrence",30:09,4,7,57%,3,3,100%,0,0,0%,1,6,7,1,5,2,1,0,17
"Huertas, David",23:24,4,5,80%,0,2,0%,2,2,100%,1,1,2,3,4,2,1,0,10
"Pérez, Owen",0:05,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
Totals:,,25,52,48%,6,18,33%,13,23,57%,13,19,32,15,24,5,5,2,81
