Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Dentmon, Justin",34:19,7,9,78%,1,5,20%,0,0,0%,3,1,4,3,1,4,2,0,17
"Escalera, Carlos",37:15,5,10,50%,2,2,100%,5,5,100%,1,1,2,3,2,2,4,0,21
"Nichols, Demetris",27:44,4,6,67%,1,4,25%,3,4,75%,0,3,3,0,5,2,0,1,14
"Vassallo, Ángel Daniel",27:35,6,11,55%,2,5,40%,3,5,60%,3,5,8,3,3,2,0,2,21
"Cruz, Rafael 'Pachy'",0:58,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Cintrón, Raymond",4:41,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,1,0,0,0,0
"Cortes, David",25:56,3,6,50%,0,1,0%,0,0,0%,1,1,2,0,2,2,1,1,6
"Graterol, Windy",37:55,5,10,50%,0,0,0%,0,0,0%,1,8,9,3,2,2,1,0,10
"Rosa, Angel R.",3:32,1,1,100%,0,0,0%,2,2,100%,0,2,2,0,3,0,0,0,4
Totals:,,31,53,58%,6,17,35%,13,16,81%,9,21,30,12,19,14,8,4,93
