Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Diaz, Guillermo",19:40,3,5,60%,1,2,50%,3,4,75%,0,4,4,2,1,1,1,0,12
"Escalera, Carlos",26:56,2,6,33%,3,7,43%,0,0,0%,2,0,2,1,2,0,0,0,13
"Kelley, Alfrie 'Tre'",21:33,0,4,0%,2,2,100%,0,0,0%,0,2,2,5,1,0,1,0,6
"Vassallo, Ángel Daniel",34:31,7,11,64%,0,5,0%,6,7,86%,5,3,8,0,2,4,1,0,20
"Rodriguez, Carlos",1:49,0,0,0%,1,1,100%,0,0,0%,0,0,0,0,0,0,0,0,3
"Cintrón, Raymond",1:49,0,0,0%,0,1,0%,0,0,0%,0,0,0,1,0,0,0,0,0
"Cortes, David",23:34,1,4,25%,0,4,0%,1,2,50%,0,2,2,0,2,0,1,0,3
"Graterol, Windy",38:09,5,11,45%,0,0,0%,1,2,50%,3,4,7,2,4,1,1,3,11
"Rosa, Angel R.",1:50,0,0,0%,0,0,0%,2,2,100%,0,1,1,0,1,2,0,0,2
"Wilson, Lamayn",30:05,3,3,100%,1,5,20%,2,2,100%,1,1,2,0,3,1,0,0,11
Totals:,,21,44,48%,8,27,30%,15,19,79%,11,17,28,11,16,9,5,3,81
