Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Pellot, Jesse",30:39,3,8,38%,1,3,33%,7,8,88%,3,3,6,2,1,1,0,0,16
"Orta, Raul",15:31,1,3,33%,0,1,0%,2,3,67%,0,2,2,1,2,0,0,0,4
"Abraham, Ryann",24:17,5,9,56%,3,5,60%,0,0,0%,1,2,3,3,1,2,1,0,19
"Nieves, Joel",9:21,0,0,0%,0,0,0%,0,0,0%,0,1,1,1,2,0,0,0,0
"Lloreda, José Jaime",29:08,7,14,50%,0,0,0%,2,2,100%,5,5,10,1,2,1,0,1,16
"Strong, Carlos",24:29,3,7,43%,0,3,0%,0,0,0%,0,3,3,1,1,1,1,2,6
"Zayas, Hector",1:59,0,0,0%,0,0,0%,0,0,0%,0,1,1,0,1,0,0,1,0
"Rodriguez, Joey",15:43,3,5,60%,0,0,0%,0,0,0%,2,0,2,1,1,3,0,0,6
"Harris, Mike",30:20,6,12,50%,0,1,0%,0,0,0%,6,5,11,2,4,2,0,0,12
"De Jesus, Manuel",18:33,1,4,25%,0,1,0%,0,0,0%,0,4,4,0,0,1,0,1,2
Totals:,,29,62,47%,4,14,29%,11,13,85%,17,26,43,12,15,11,2,5,81
