Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Caballero, Angel",1:07,0,0,0%,0,0,0%,0,0,0%,0,1,1,0,0,0,0,0,0
"Rosas, Samuel",11:05,2,2,100%,0,2,0%,1,1,100%,1,0,1,1,2,0,2,0,5
"Bruton, C.J.",31:09,2,5,40%,2,4,50%,2,2,100%,1,5,6,4,1,1,0,0,12
"Apodaca, Rick",34:57,2,4,50%,0,2,0%,5,7,71%,0,1,1,5,2,2,1,1,9
"Jones, Joel",32,6,7,86%,2,5,40%,2,2,100%,2,8,10,2,1,2,1,1,20
"Alamo, Angel 'Junito'",15:23,0,3,0%,0,1,0%,0,0,0%,1,3,4,0,2,1,0,0,0
"Worthington, Mark",22:52,2,4,50%,1,3,33%,1,3,33%,2,4,6,2,4,0,0,0,8
"Ramos, Peter John",38:43,7,16,44%,2,5,40%,3,4,75%,2,9,11,4,4,5,0,2,23
"Stevenson, Greg",12:44,1,3,33%,0,0,0%,0,0,0%,3,2,5,0,4,0,0,0,2
Totals:,,22,44,50%,7,22,32%,14,19,74%,12,33,45,18,20,11,4,4,79
