Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Pellot, Jesse",27:14,5,9,56%,1,5,20%,1,2,50%,2,3,5,3,1,1,0,1,14
"Orta, Raul",21:14,3,4,75%,1,2,50%,1,1,100%,0,4,4,0,1,2,0,0,10
"Abraham, Ryann",8:02,1,1,100%,0,1,0%,0,0,0%,0,2,2,2,2,1,0,0,2
"Copeland, Donald",31:58,3,5,60%,1,4,25%,2,2,100%,0,2,2,3,1,3,1,0,11
"Lloreda, José Jaime",34:49,6,13,46%,0,0,0%,3,4,75%,8,9,17,4,3,4,1,0,15
"Meléndez, Ricardo 'Ricky'",17:34,0,1,0%,0,3,0%,0,0,0%,0,1,1,0,0,1,1,1,0
"Dyer, Alphonse",16:40,2,5,40%,0,1,0%,0,2,0%,2,4,6,1,3,1,1,0,4
"Strong, Carlos",13:58,0,1,0%,2,2,100%,0,0,0%,0,1,1,0,5,0,0,0,6
"Rice, Darius",28:31,1,9,11%,2,7,29%,4,4,100%,4,6,10,0,1,1,0,5,12
Totals:,,21,48,44%,7,25,28%,11,15,73%,16,32,48,13,17,14,4,7,74
