Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"De Jesús, Jezreel",36:37,7,17,41%,0,3,0%,4,4,100%,0,3,3,5,2,2,1,1,18
"Branch, Onzie",6:46,0,0,0%,0,0,0%,0,0,0%,0,1,1,0,0,0,0,0,0
"Browne, Gary",34:50,3,7,43%,2,4,50%,6,9,67%,0,4,4,6,4,1,2,0,18
"Ruiz, Gabriel",2:17,0,2,0%,0,0,0%,0,0,0%,1,2,3,0,3,1,0,0,0
"Wilson, Jeremiah",33:47,3,7,43%,2,8,25%,0,0,0%,4,6,10,3,5,1,1,0,12
"Sosa, Isaac",13:11,1,1,100%,2,3,67%,0,0,0%,0,0,0,0,2,0,0,0,8
"Maldonado, Diego",0:11,0,0,0%,0,1,0%,0,0,0%,0,1,1,0,0,0,0,0,0
"Franklin, Alexander",35:07,2,5,40%,3,6,50%,1,4,25%,0,3,3,4,3,4,0,1,14
"Brady, Chris",37:09,4,8,50%,0,1,0%,4,7,57%,2,10,12,2,3,0,1,1,12
Totals:,,20,47,43%,9,26,35%,15,24,63%,7,30,37,20,22,9,5,3,82
