Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Suárez, Rasham",32:18,2,5,40%,2,5,40%,0,0,0%,3,2,5,7,2,5,0,0,10
"Mojica, Sammy",9:20,0,2,0%,2,4,50%,2,2,100%,1,2,3,0,2,0,1,0,8
"Rivera, Angel 'Comby'",4:28,0,1,0%,0,0,0%,0,0,0%,0,0,0,1,0,0,1,0,0
"Branch, Onzie",4:37,0,1,0%,0,0,0%,0,0,0%,1,0,1,0,1,1,0,0,0
"Cordero, Esteban",3:12,1,1,100%,0,0,0%,0,2,0%,0,0,0,0,0,1,0,0,2
"Ruiz, Gabriel",2:11,1,2,50%,0,0,0%,0,0,0%,0,1,1,0,0,0,0,0,2
"López, Carlos 'Yao'",34:30,10,13,77%,0,1,0%,0,0,0%,6,5,11,3,3,1,1,0,20
"Sosa, Isaac",15:15,1,2,50%,1,5,20%,0,0,0%,0,1,1,0,0,0,1,0,5
"Putney, Raphiael",31:25,3,9,33%,1,4,25%,1,2,50%,2,5,7,5,2,1,4,4,10
"Maldonado, Diego",5:59,0,0,0%,0,2,0%,2,2,100%,0,0,0,1,1,0,1,0,2
"Mayo, Ovinton 'O.J'",20:38,2,4,50%,1,3,33%,1,1,100%,0,1,1,4,4,1,1,0,8
"Franklin, Alexander",19:39,2,4,50%,0,1,0%,0,0,0%,1,1,2,3,2,3,1,0,4
"Brady, Chris",16:22,1,5,20%,0,1,0%,0,0,0%,2,5,7,0,3,1,0,0,2
Totals:,,23,49,47%,7,26,27%,6,9,67%,16,23,39,24,20,14,11,4,73
