Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Parks, Emilio",6:06,0,0,0%,0,0,0%,2,2,100%,1,0,1,0,0,0,0,0,2
"Young, Mike",29:25,7,8,88%,2,5,40%,9,11,82%,0,6,6,3,0,2,0,0,29
"Torres, Andres",9:13,1,2,50%,0,2,0%,0,0,0%,0,1,1,2,4,1,0,0,2
"Duran, Cliff",21:39,6,9,67%,0,1,0%,1,1,100%,1,3,4,7,5,0,2,0,13
"Belardo, Gabriel J.",20:49,6,9,67%,0,2,0%,1,1,100%,0,1,1,1,0,2,0,0,13
"Colon, Gabriel 'Pirulo'",13:30,0,0,0%,0,1,0%,0,0,0%,0,0,0,0,0,1,0,0,0
"Reese, Derek",18:21,0,1,0%,0,0,0%,0,0,0%,1,2,3,1,0,0,2,2,0
"Emory, Carlos",25:27,3,5,60%,1,2,50%,0,0,0%,1,4,5,3,2,0,1,1,9
"Rivera, Carlos Rubén",17:17,0,0,0%,2,2,100%,0,0,0%,0,2,2,2,2,2,0,0,6
"Curry, Terrence 'T.J.'",4:36,0,0,0%,0,0,0%,0,0,0%,0,0,0,1,1,0,0,0,0
"Ruiz, Jared",4:36,3,3,100%,0,1,0%,2,2,100%,0,0,0,0,2,0,1,0,8
"Ramos, Peter John",7:20,0,1,0%,0,0,0%,0,0,0%,0,2,2,1,3,1,0,0,0
"Vassallo, Ángel Daniel",21:36,2,8,25%,2,4,50%,0,0,0%,0,0,0,1,2,2,1,0,10
Totals:,,28,46,61%,7,20,35%,15,17,88%,4,21,25,22,21,11,7,3,92
