Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Colón, Benjamín",4:43,0,0,0%,0,0,0%,0,0,0%,0,1,1,0,1,1,0,1,0
"Collazo, Carlos",3:36,1,1,100%,0,1,0%,0,0,0%,1,0,1,0,2,0,0,0,2
"Vazquez, Christian",5:42,0,1,0%,0,0,0%,2,2,100%,0,0,0,0,0,2,1,0,2
"Pellot, Jesse",3:03,0,0,0%,1,1,100%,0,0,0%,0,0,0,0,0,0,0,0,3
"Hamilton, Kevin",33:36,4,7,57%,0,3,0%,6,6,100%,0,1,1,2,4,7,2,0,14
"Salgado, Luis",13,1,3,33%,0,1,0%,0,0,0%,0,2,2,0,2,1,0,0,2
"Gonzalez, Miguel",10:47,0,0,0%,0,1,0%,0,0,0%,1,0,1,2,1,0,0,0,0
"Quintero, Omar",25:11,4,5,80%,0,2,0%,2,2,100%,0,0,0,1,3,0,0,0,10
"Rivera, Jorge Luis",16:09,1,1,100%,0,1,0%,0,0,0%,1,0,1,0,3,0,0,0,2
"Mojica, Javier",28:27,1,2,50%,2,5,40%,2,4,50%,2,2,4,2,4,3,2,1,10
"Agbai, Uka",32:20,5,8,63%,0,0,0%,10,15,67%,1,3,4,1,2,1,1,1,20
"Washington, Tyrrone",23:26,2,7,29%,0,0,0%,5,8,63%,2,6,8,0,3,2,0,0,9
Totals:,,19,35,54%,3,15,20%,27,37,73%,8,15,23,8,25,17,6,3,74
