Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Soto, Joseph",7:05,0,2,0%,1,2,50%,0,0,0%,0,0,0,0,1,1,0,0,3
"Liz, Víctor",26:48,3,6,50%,2,6,33%,3,3,100%,1,2,3,6,1,1,4,0,15
"Elonu, Chinemelu",26:18,6,10,60%,0,0,0%,1,5,20%,7,5,12,2,2,1,0,3,13
"Hodge Jr., Walter",31:43,0,4,0%,4,12,33%,7,8,88%,0,3,3,4,2,1,0,0,19
"Gaston, Chris",8:53,0,1,0%,0,0,0%,0,0,0%,0,1,1,0,0,0,0,1,0
"Rodríguez, Jonathan",14:28,0,0,0%,1,3,33%,2,2,100%,8,1,9,1,0,0,1,0,5
"Boyd, Brandon",4:57,1,2,50%,0,1,0%,0,0,0%,1,0,1,1,0,1,1,0,2
"Cintrón, Raymond",12:52,0,0,0%,1,2,50%,0,0,0%,0,0,0,0,3,0,0,0,3
"Huertas, David",22:07,2,4,50%,0,4,0%,2,2,100%,0,1,1,2,2,0,1,0,6
"Collier, Devon",13:42,1,4,25%,0,0,0%,0,0,0%,4,4,8,1,0,0,0,0,2
"Mc Griff, Cameron",31:07,2,3,67%,5,9,56%,0,0,0%,0,6,6,2,2,2,1,0,19
Totals:,,15,36,42%,14,39,36%,15,20,75%,21,23,44,19,13,7,8,4,87
