Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Viñales, Kyle",33:35,7,9,78%,5,9,56%,2,4,50%,0,1,1,4,1,3,1,0,31
"Rolón, Tyquan",34:13,4,6,67%,0,2,0%,5,5,100%,4,3,7,8,4,3,1,0,13
"Guerra, Kylan",3:54,0,0,0%,0,1,0%,0,0,0%,0,1,1,0,1,0,0,0,0
"Ocasio, Jonathan",17:14,1,1,100%,0,1,0%,0,0,0%,1,5,6,1,3,3,0,0,2
"Ortiz Traylor, Alonzo",15:59,0,0,0%,2,3,67%,1,2,50%,0,3,3,0,1,0,0,0,7
"Polo, Tyler",15:20,2,3,67%,0,3,0%,0,1,0%,0,1,1,0,2,1,0,0,4
"Early, Jeff",21:37,3,4,75%,0,2,0%,1,2,50%,0,2,2,1,4,1,0,0,7
"Moore, Ben",30:52,7,11,64%,0,0,0%,5,6,83%,4,5,9,3,4,1,1,2,19
"Young, Kevin",27:16,2,4,50%,1,4,25%,2,2,100%,1,5,6,3,1,1,1,0,9
Totals:,,26,38,68%,8,25,32%,16,22,73%,10,26,36,20,21,13,4,2,92
