Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Clemente, Ramon",17:51,0,1,0%,1,2,50%,0,0,0%,1,3,4,1,4,0,0,1,3
"Morales, Darius",1:06,0,0,0%,0,0,0%,0,0,0%,1,0,1,0,0,1,0,0,0
"Labissiere, Skal",30:01,7,12,58%,1,4,25%,7,9,78%,3,6,9,2,3,0,2,3,24
"Rivera, Filiberto",21:49,2,4,50%,0,1,0%,4,4,100%,0,3,3,5,2,1,1,0,8
"Sosa, Isaac",36:06,2,4,50%,1,4,25%,1,3,33%,0,4,4,1,1,0,0,0,8
"Clavell, Gian",21:55,2,2,100%,1,5,20%,2,3,67%,0,0,0,0,1,0,1,0,9
"Christmas, Rakeem",30:44,5,8,63%,0,0,0%,0,0,0%,2,10,12,1,4,3,1,2,10
"Matías, Ángel L.",20:26,3,5,60%,0,1,0%,1,2,50%,0,1,1,4,3,2,0,0,7
"Barea, José Juan",20:02,2,3,67%,0,4,0%,0,0,0%,1,4,5,8,0,2,0,0,4
Totals:,,23,39,59%,4,21,19%,15,21,71%,8,31,39,22,18,9,5,6,73
