Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Spottsville, Darion",25:19,2,3,67%,0,0,0%,1,2,50%,0,1,1,1,0,1,0,1,5
"Miller, Malcolm",29:43,4,5,80%,2,8,25%,3,5,60%,0,1,1,0,2,2,0,1,17
"Jenkins, Lorenzo",4:41,1,1,100%,0,1,0%,0,0,0%,1,0,1,0,0,0,0,1,2
"Millet, Melvin",10:17,2,4,50%,0,0,0%,0,0,0%,1,1,2,0,2,1,1,0,4
"Rivera, Luis A",21:03,0,2,0%,2,4,50%,0,0,0%,0,2,2,6,1,2,1,1,6
"Belardo, Gabriel J.",28:57,5,10,50%,0,2,0%,0,3,0%,2,2,4,8,3,3,1,0,10
"Kappos, Alexander",6:02,0,0,0%,0,2,0%,0,0,0%,0,2,2,0,3,0,0,1,0
"Parker-Rivera, Timajh",29:59,7,9,78%,0,0,0%,3,4,75%,3,9,12,6,3,2,2,1,17
"Horton, Kenneth",23:25,2,2,100%,4,8,50%,0,0,0%,0,4,4,4,1,2,1,1,16
"Amigo, Daniel",16:19,4,7,57%,0,0,0%,0,0,0%,1,0,1,3,5,3,0,0,8
"Colon, Luis Miguel",4:15,0,1,0%,0,0,0%,0,0,0%,1,0,1,1,2,0,0,0,0
Totals:,,27,44,61%,8,25,32%,7,14,50%,9,22,31,29,22,16,6,7,85
