Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Spottsville, Darion",10:27,1,1,100%,0,1,0%,0,0,0%,1,1,2,0,3,1,1,0,2
"Pacheco, Georgie",34:38,2,8,25%,1,2,50%,5,7,71%,1,3,4,1,3,1,1,0,12
"Millet, Melvin",7:41,0,1,0%,0,0,0%,1,2,50%,1,1,2,0,0,0,0,0,1
"Rivera, Luis A",3:24,0,0,0%,0,2,0%,2,2,100%,0,1,1,1,1,1,0,0,2
"Belardo, Gabriel J.",30:23,3,10,30%,0,3,0%,5,6,83%,2,3,5,6,3,3,0,0,11
"Carattini, Víctor",11:34,1,2,50%,0,1,0%,1,2,50%,0,0,0,1,1,0,0,0,3
"Parker-Rivera, Timajh",21:46,6,7,86%,0,0,0%,0,0,0%,1,5,6,1,4,0,1,0,12
"Lake, De'Quon",10:49,2,3,67%,0,0,0%,0,0,0%,0,5,5,0,2,2,0,0,4
"Butler, Nathaniel",11:20,2,2,100%,0,0,0%,0,0,0%,1,1,2,0,5,1,0,0,4
"Matos, Jorge L.",28:47,1,3,33%,3,4,75%,0,0,0%,0,2,2,0,2,0,1,1,11
"Amigo, Daniel",29:11,5,13,38%,0,0,0%,2,3,67%,1,5,6,2,3,3,0,1,12
Totals:,,23,50,46%,4,13,31%,16,22,73%,8,27,35,12,27,12,4,2,74
