Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Rolón, Tyquan",31:28,3,5,60%,3,6,50%,1,1,100%,1,5,6,5,3,4,0,0,16
"Crawford, E.J.",16:08,0,2,0%,1,4,25%,2,2,100%,0,0,0,0,0,0,0,0,5
"Han, Francis Jonathan",35:24,0,1,0%,2,7,29%,0,2,0%,2,3,5,8,4,2,0,0,6
"Early, Jeff",8:32,1,1,100%,0,1,0%,1,3,33%,0,0,0,0,2,0,0,0,3
"Basabe, Melsahn",5:48,2,4,50%,0,0,0%,0,2,0%,1,0,1,1,0,0,0,0,4
"Moore, Ben",33:32,4,7,57%,0,0,0%,5,5,100%,1,9,10,1,4,2,1,1,13
"Balkman, Renaldo",30:48,7,9,78%,1,3,33%,7,9,78%,4,9,13,0,4,2,2,2,24
"Creek, Mitch",38:20,5,12,42%,1,5,20%,6,7,86%,4,2,6,3,2,1,0,0,19
Totals:,,22,41,54%,8,26,31%,22,31,71%,13,28,41,18,19,11,3,3,90
