Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Spottsville, Darion",4:21,0,1,0%,0,0,0%,0,0,0%,1,1,2,0,0,0,0,0,0
"Pacheco, Georgie",29:59,2,6,33%,1,4,25%,0,0,0%,2,2,4,9,3,0,0,0,7
"Swing, Jordan",33:52,3,4,75%,4,6,67%,5,6,83%,1,2,3,4,1,3,3,0,23
"Millet, Melvin",6:08,0,1,0%,0,2,0%,0,0,0%,0,0,0,0,0,1,0,0,0
"Belardo, Gabriel J.",26:44,6,9,67%,3,5,60%,2,3,67%,0,4,4,4,1,1,0,0,23
"Parker-Rivera, Timajh",29:11,6,7,86%,0,0,0%,2,2,100%,7,5,12,4,3,1,0,0,14
"Lake, De'Quon",13:25,3,4,75%,0,0,0%,1,3,33%,2,3,5,1,5,0,0,0,7
"Butler, Nathaniel",11:29,0,3,0%,0,1,0%,0,0,0%,1,0,1,0,1,0,0,0,0
"Matos, Jorge L.",18:56,0,2,0%,1,3,33%,6,7,86%,0,1,1,1,3,0,2,0,9
"Amigo, Daniel",25:55,5,12,42%,0,0,0%,0,1,0%,2,6,8,5,3,2,1,0,10
Totals:,,25,49,51%,9,21,43%,16,22,73%,16,24,40,28,20,8,6,0,93
