Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Gonzalez, Javier",30,3,5,60%,0,0,0%,0,0,0%,0,3,3,6,2,2,0,0,6
"Wiley, Jacob",26:14,10,10,100%,0,1,0%,1,2,50%,0,1,1,3,0,1,0,1,21
"Davis, Brandon",14:48,1,2,50%,0,0,0%,0,0,0%,0,2,2,3,1,1,0,0,2
"Villegas, Johwen",19:46,3,3,100%,1,2,50%,3,3,100%,0,1,1,2,1,0,1,0,12
"Santiago, Jr., Benito",25:24,1,2,50%,2,3,67%,1,1,100%,0,7,7,1,3,0,0,0,9
"Pearson, Ryan",5:10,0,0,0%,0,1,0%,0,0,0%,0,0,0,0,0,1,0,0,0
"Romero, Ismael",21:05,2,4,50%,0,0,0%,1,4,25%,1,4,5,1,2,2,1,0,5
"Mojica, Javier",30:02,2,4,50%,2,7,29%,2,3,67%,0,3,3,4,0,3,5,0,12
"Wilson, Jamil",27:31,2,2,100%,2,6,33%,2,2,100%,0,3,3,3,2,2,0,3,12
Totals:,,24,32,75%,7,20,35%,10,15,67%,1,24,25,23,11,12,7,4,79
