Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Akindele, Jeleel",30:30,7,7,100%,0,0,0%,2,6,33%,1,10,11,1,3,4,1,1,16
"Tucker, Clay",29:03,3,7,43%,0,4,0%,2,2,100%,1,5,6,5,3,1,1,0,8
"Berdiel, Miguel 'Ali'",28:04,4,7,57%,0,2,0%,4,5,80%,2,0,2,5,3,2,1,0,12
"Torres, Andres",8:42,0,0,0%,0,1,0%,0,0,0%,0,0,0,1,3,1,0,0,0
"Pellot, Jesse",18:20,1,3,33%,1,3,33%,1,2,50%,2,4,6,1,3,1,1,0,6
"Sanabria, Jorge",4:41,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,4,1,0,0,0
"Pagan, Wilfredo",9:50,1,2,50%,0,1,0%,0,0,0%,0,0,0,2,1,1,3,0,2
"Garcia, Francisco",24:01,0,0,0%,3,5,60%,5,6,83%,0,2,2,6,3,2,1,0,14
"Ramos, Peter John",24:46,4,6,67%,1,2,50%,0,0,0%,0,3,3,4,1,4,0,0,11
"Franklin, Alexander",21:58,7,8,88%,0,1,0%,1,1,100%,2,1,3,1,1,1,1,1,15
Totals:,,27,40,68%,5,19,26%,15,22,68%,8,25,33,26,25,18,9,2,84
