Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Holloway, Terrell 'Tu'",28:41,1,5,20%,3,6,50%,12,12,100%,0,2,2,4,2,3,0,0,23
"Soto, Joseph",11:19,2,2,100%,1,1,100%,0,0,0%,0,2,2,5,1,0,0,0,7
"Rodriguez, Jose G.",21:11,0,6,0%,1,3,33%,4,4,100%,2,3,5,1,1,0,0,0,7
"Rosario, Mike",26:58,2,4,50%,3,6,50%,2,2,100%,2,0,2,1,1,1,0,0,15
"Daniels, Will",30:32,4,9,44%,2,3,67%,2,2,100%,2,5,7,1,5,0,2,0,16
"Pineiro, Isaiah",20:15,0,3,0%,0,1,0%,0,0,0%,0,0,0,2,3,0,2,0,0
"Carmona, Alejandro 'Bimbo'",3:40,0,1,0%,0,1,0%,0,0,0%,0,0,0,0,0,0,1,0,0
"Colón, Alexis 'Bebo'",17:24,1,1,100%,1,4,25%,0,0,0%,1,0,1,0,1,3,0,1,5
"Hernández, Luis 'Pelacoco'",12:03,2,4,50%,0,0,0%,0,0,0%,2,1,3,0,3,1,0,0,4
"Díaz, Jorge Brian",27:57,1,2,50%,0,0,0%,1,2,50%,2,2,4,0,2,1,2,0,3
Totals:,,13,37,35%,11,25,44%,21,22,95%,11,15,26,14,19,9,7,1,80
