Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Robinson, Thomas",30:03,9,10,90%,0,1,0%,0,0,0%,2,5,7,3,5,2,0,2,18
"Beasley Jr, Michael",35:12,12,18,67%,2,8,25%,2,3,67%,1,13,14,6,4,9,1,2,32
"Tejada, Lance",8:09,0,2,0%,0,2,0%,0,0,0%,0,1,1,2,2,0,0,0,0
"Lynch, J.R.",8:25,0,0,0%,0,3,0%,0,0,0%,0,0,0,0,2,0,1,0,0
"Morales, Darius",9:55,3,3,100%,0,0,0%,0,0,0%,3,1,4,1,2,0,0,0,6
"Rivera, Filiberto",35:12,6,8,75%,2,3,67%,3,4,75%,0,3,3,1,1,1,0,0,21
"Sosa, Isaac",34:17,1,6,17%,2,7,29%,3,3,100%,0,3,3,2,3,1,0,0,11
"Pérez, Rafael",4:48,0,0,0%,0,0,0%,0,0,0%,0,0,0,1,0,0,0,0,0
"Smith, Donta",33:59,0,0,0%,0,1,0%,0,0,0%,1,2,3,5,4,0,2,1,0
Totals:,,31,47,66%,6,25,24%,8,10,80%,7,28,35,21,23,13,4,5,88
