Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Austin, Mario",36:48,6,8,75%,1,5,20%,4,4,100%,3,7,10,4,2,2,3,0,19
"Mercado, Ismael",1:08,0,1,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Abraham, Ryann",7:24,0,2,0%,0,0,0%,0,0,0%,0,0,0,1,3,0,1,0,0
"Rosa, Luis",3:05,0,1,0%,0,0,0%,0,0,0%,0,0,0,0,3,1,0,0,0
"Copeland, Donald",32:02,2,5,40%,0,2,0%,3,4,75%,0,1,1,7,1,0,1,0,7
"Ruiz, Gabriel",8:58,0,2,0%,0,0,0%,0,0,0%,0,3,3,0,1,1,0,0,0
"Dyer, Alphonse",22:26,3,5,60%,0,0,0%,3,4,75%,2,5,7,1,3,1,0,2,9
"Villegas, Johwen",36:05,9,12,75%,1,2,50%,7,8,88%,4,4,8,2,0,2,4,1,28
"Strong, Carlos",16:44,5,5,100%,1,3,33%,0,0,0%,0,2,2,1,0,0,2,0,13
"Hickerson, LeRoy",33:54,2,12,17%,3,7,43%,5,6,83%,3,0,3,1,1,1,1,0,18
"Lassiter, Bryant",1:26,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,1,0,0,0,0
Totals:,,27,53,51%,6,19,32%,22,26,85%,12,22,34,17,15,8,12,3,94
