Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Gaskins, Trevor",25:38,3,4,75%,3,5,60%,1,2,50%,0,4,4,2,4,0,0,0,16
"Jimenez, Giovanni",5:35,0,0,0%,0,1,0%,0,0,0%,0,0,0,0,2,2,0,0,0
"Belardo, Gabriel J.",9:21,1,2,50%,0,2,0%,0,0,0%,1,1,2,0,2,0,1,0,2
"Galindo, Alex",30:38,2,6,33%,0,3,0%,1,1,100%,2,4,6,2,0,3,2,2,5
"Rivera, Filiberto",34:51,4,5,80%,3,6,50%,4,4,100%,1,2,3,12,2,5,1,0,21
"Figueroa, Angel 'Buster'",19:16,4,6,67%,2,3,67%,3,4,75%,0,0,0,2,4,0,0,0,17
"Powell, Josh",33:15,9,16,56%,0,0,0%,9,9,100%,5,3,8,0,2,1,0,0,27
"Young, Kevin",32:57,4,7,57%,3,5,60%,1,2,50%,4,6,10,4,2,0,1,0,18
"Valencia, Florentino",8:24,1,2,50%,0,0,0%,0,0,0%,3,1,4,0,2,0,0,0,2
Totals:,,28,48,58%,11,25,44%,19,22,86%,16,21,37,22,20,11,5,2,108
