Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"López, Matt",14:50,1,3,33%,0,0,0%,0,0,0%,1,2,3,1,1,2,0,0,2
"Fernández, Tjader",17:34,0,0,0%,0,3,0%,0,0,0%,0,1,1,2,4,2,0,0,0
"Suero, Juan Miguel",36:22,3,7,43%,0,2,0%,8,9,89%,2,5,7,8,2,3,0,2,14
"Amaro, Max J",0:21,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,1,0,0,0,0
"Ortiz, Evander J.",22:04,2,3,67%,0,0,0%,1,2,50%,0,1,1,4,3,1,1,0,5
"Matos, Jorge L.",17:35,2,3,67%,0,0,0%,0,0,0%,0,5,5,1,0,1,2,0,4
"Meléndez, Ricardo 'Ricky'",13:29,0,1,0%,2,6,33%,1,2,50%,0,1,1,4,0,1,1,0,7
"Glenn, Robert",34:28,7,16,44%,1,1,100%,3,9,33%,2,6,8,5,3,2,1,0,20
"Josiah, Jahvari",18:10,6,7,86%,0,0,0%,2,3,67%,0,3,3,1,2,1,1,0,14
"Ramos, Enrique",25:04,8,11,73%,0,0,0%,2,5,40%,4,2,6,0,1,4,1,0,18
Totals:,,29,51,57%,3,12,25%,17,30,57%,9,26,35,26,17,17,7,2,84
