Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Ocasio, Jonathan",33:55,6,9,67%,3,8,38%,6,10,60%,1,2,3,3,0,4,1,0,27
"Barham, Marcus",36:24,4,5,80%,2,5,40%,0,2,0%,1,3,4,5,2,3,1,1,14
"Mauras, Khary",17:49,1,3,33%,0,4,0%,3,4,75%,1,1,2,2,3,0,2,0,5
"Millet, Melvin",23:39,2,2,100%,0,2,0%,1,2,50%,0,2,2,1,0,1,2,2,5
"Rial, Fabian",2:53,0,1,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Betancourt, Carmelo",20:38,0,2,0%,0,1,0%,0,0,0%,0,6,6,6,2,2,1,0,0
"Rivera, Félix",35:58,7,16,44%,0,1,0%,1,7,14%,3,7,10,2,3,0,1,0,15
"Mercurius, Dinero",28:44,2,5,40%,1,3,33%,2,3,67%,1,4,5,1,2,3,1,0,9
Totals:,,22,43,51%,6,24,25%,13,28,46%,7,25,32,20,12,13,9,3,75
