Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Clavell, Gilberto",18:07,0,2,0%,2,5,40%,1,2,50%,0,0,0,2,3,0,0,0,7
"Labissiere, Skal",24:25,1,2,50%,3,4,75%,0,0,0%,0,6,6,0,3,1,0,4,11
"Rivera, Filiberto",15:04,0,1,0%,0,0,0%,0,0,0%,0,0,0,2,1,1,1,0,0
"Sosa, Isaac",24:15,1,5,20%,4,8,50%,0,0,0%,0,0,0,2,1,1,0,0,14
"Clavell, Gian",32:16,1,2,50%,3,9,33%,1,2,50%,1,2,3,5,0,0,1,2,12
"Diallo, Cheick",37:28,6,10,60%,0,0,0%,5,6,83%,8,10,18,2,4,0,1,2,17
"Matías, Ángel L.",23:29,3,6,50%,0,2,0%,3,4,75%,2,2,4,2,3,0,0,0,9
"Barea, José Juan",24:56,8,12,67%,3,4,75%,1,1,100%,0,2,2,7,0,3,1,0,26
Totals:,,20,40,50%,15,32,47%,11,15,73%,11,22,33,22,15,6,4,8,96
