Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Holloway, Terrell 'Tu'",30:59,7,11,64%,3,7,43%,2,3,67%,0,2,2,4,1,3,1,0,25
"Clemente, Ramon",21:44,1,4,25%,0,0,0%,3,5,60%,5,5,10,2,3,1,0,0,5
"Soto, Joseph",17:49,0,2,0%,0,2,0%,0,0,0%,0,2,2,5,4,2,0,0,0
"Rosario, Mike",28:47,4,10,40%,2,5,40%,5,5,100%,3,2,5,3,3,0,1,0,19
"Daniels, Will",26:54,6,13,46%,0,3,0%,2,2,100%,2,5,7,1,1,2,2,0,14
"Carmona, Alejandro 'Bimbo'",13:36,2,5,40%,1,1,100%,0,0,0%,0,1,1,0,0,0,0,0,7
"Colón, Alexis 'Bebo'",24:08,0,0,0%,1,2,50%,0,0,0%,0,5,5,2,4,0,2,0,3
"Hernández, Luis 'Pelacoco'",5:24,3,3,100%,0,0,0%,0,1,0%,2,1,3,0,3,0,0,1,6
"Polo, Tyler",10:32,0,0,0%,0,0,0%,0,0,0%,0,0,0,1,0,1,0,0,0
"Díaz, Jorge Brian",12:02,1,4,25%,0,1,0%,0,0,0%,0,7,7,0,1,0,0,0,2
"Sanabria, Jorge",0:20,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Emory, Carlos",7:45,3,3,100%,1,1,100%,0,0,0%,1,0,1,0,0,0,1,0,9
Totals:,,27,55,49%,8,22,36%,12,16,75%,13,30,43,18,20,9,7,1,90
