Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Gonzalez, Javier",15:03,0,1,0%,0,0,0%,2,3,67%,0,1,1,3,2,1,0,0,2
"Liz, Víctor",15:45,3,3,100%,1,2,50%,0,0,0%,0,1,1,4,1,0,1,0,9
"Elonu, Chinemelu",21:13,6,10,60%,0,0,0%,0,0,0%,4,4,8,1,4,0,0,0,12
"Hodge Jr., Walter",24:57,4,5,80%,0,3,0%,2,2,100%,0,1,1,5,1,1,0,0,10
"Butler, Nathaniel",5:42,0,2,0%,0,0,0%,0,0,0%,1,0,1,1,1,1,0,0,0
"Villegas, Johwen",11:40,4,4,100%,0,2,0%,0,0,0%,1,0,1,1,2,1,0,0,8
"Gaston, Chris",18:32,7,11,64%,0,0,0%,2,2,100%,2,4,6,1,2,0,0,1,16
"Rodríguez, Jonathan",24:29,2,3,67%,2,2,100%,0,0,0%,1,6,7,1,2,0,0,0,10
"Huertas, David",22:24,2,5,40%,3,5,60%,1,2,50%,1,1,2,3,2,2,2,0,14
"Jefferson, Davon",21:28,7,9,78%,0,0,0%,3,4,75%,3,4,7,2,2,3,0,0,17
"Rodriguez, Wilfredo 'Willie'",2:13,0,0,0%,0,0,0%,1,2,50%,1,0,1,0,0,0,0,0,1
"Collier, Devon",16:34,3,6,50%,0,1,0%,1,2,50%,2,3,5,1,0,0,1,0,7
Totals:,,38,59,64%,6,15,40%,12,17,71%,16,25,41,23,19,9,4,1,106
