Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Williams, Marcus",40,3,12,25%,2,8,25%,2,3,67%,0,4,4,9,2,6,1,1,14
"Konecny, Mark",1:50,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Rosas, Samuel",6:06,0,1,0%,0,1,0%,0,0,0%,0,0,0,0,1,0,0,0,0
"Lockhart, Ian",9:48,0,0,0%,0,0,0%,1,2,50%,1,1,2,0,4,0,0,0,1
"Caballero, Angel",1:23,0,0,0%,0,0,0%,0,0,0%,0,1,1,0,1,0,0,0,0
"Jones, Joel",39:36,1,5,20%,5,8,63%,5,7,71%,1,7,8,0,3,2,2,1,22
"Alamo, Angel 'Junito'",15:45,2,5,40%,1,1,100%,2,2,100%,3,3,6,0,2,1,0,0,9
"Ramos, Peter John",28:49,7,14,50%,0,0,0%,3,6,50%,2,9,11,1,4,1,0,0,17
"Stevenson, Greg",34:18,2,2,100%,1,1,100%,2,2,100%,3,2,5,2,2,1,1,0,9
"Redhage, Shawn",22:25,2,6,33%,1,2,50%,0,0,0%,3,3,6,2,4,1,0,0,7
Totals:,,17,45,38%,10,21,48%,15,22,68%,13,30,43,14,23,12,4,2,79
