Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Maura, Kevin 'K.J.'",3:37,0,0,0%,0,0,0%,0,0,0%,0,0,0,2,1,0,0,0,0
"Fernández, Tjader",5:37,0,0,0%,0,1,0%,0,0,0%,0,0,0,1,0,1,0,0,0
"Han, Francis Jonathan",30:44,4,6,67%,2,2,100%,3,4,75%,0,1,1,9,2,2,4,0,17
"Rodríguez, Jonathan",29:32,5,12,42%,1,2,50%,4,4,100%,1,4,5,1,3,2,1,0,17
"Clavell, Gilberto",21:39,3,7,43%,1,2,50%,0,0,0%,1,4,5,1,4,1,0,1,9
"Butler, Nathaniel",10:27,1,2,50%,0,0,0%,0,0,0%,1,1,2,1,0,0,0,0,2
"Emory, Carlos",18:28,4,5,80%,0,2,0%,1,3,33%,0,1,1,3,3,1,2,0,9
"Gaston, Chris",24:27,7,12,58%,1,3,33%,3,7,43%,1,4,5,3,1,1,1,3,20
"Smith, Donta",27:01,2,3,67%,2,3,67%,0,0,0%,1,1,2,5,3,2,0,0,10
"Keenan, Justin",28:22,7,10,70%,0,0,0%,5,5,100%,2,3,5,2,3,2,1,0,19
Totals:,,33,57,58%,7,15,47%,16,23,70%,7,19,26,28,20,12,9,4,103
