Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Dalmau, Raymond 'Richie'",9:32,2,5,40%,0,0,0%,1,2,50%,0,2,2,2,2,0,0,0,5
"Apodaca, Rick",30:28,2,7,29%,0,1,0%,3,3,100%,1,2,3,2,1,3,1,1,7
"Ayuso, Elias 'Larry'",36:47,2,5,40%,5,10,50%,7,7,100%,0,3,3,1,3,4,1,0,26
"Dalmau, Ricardo",9:32,1,3,33%,0,1,0%,0,0,0%,0,1,1,0,1,0,0,0,2
"Santiago, Eddin",24:06,0,0,0%,1,5,20%,3,4,75%,2,2,4,6,3,0,3,0,6
"Falcon, Alexander",21:45,3,8,38%,0,1,0%,0,0,0%,1,3,4,1,3,0,0,1,6
"Rivas, Luis A.",21:56,4,6,67%,0,0,0%,1,3,33%,2,3,5,1,5,1,1,0,9
"Narvaez, Manuel Antonio",14:58,4,4,100%,0,0,0%,1,2,50%,0,4,4,0,2,0,0,0,9
"Traylor, Robert",21:08,4,7,57%,0,0,0%,4,5,80%,2,4,6,1,4,0,1,3,12
"Berdiel, Miguel 'Ali'",9:48,1,6,17%,0,1,0%,0,0,0%,1,2,3,0,2,0,0,1,2
Totals:,,23,51,45%,6,19,32%,20,26,77%,9,26,35,14,26,8,7,6,84
