Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Gonzalez, Eliel",5:41,1,1,100%,0,0,0%,0,0,0%,1,0,1,1,0,0,0,0,2
"Torres, Andres",34:18,0,3,0%,0,3,0%,0,0,0%,1,2,3,6,2,1,0,0,0
"Colon, Gabriel 'Pirulo'",6:37,1,1,100%,0,0,0%,0,0,0%,0,1,1,0,0,0,0,1,2
"Souberbielle, Marcel",3:51,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Liz, Víctor",31:53,4,9,44%,3,6,50%,2,4,50%,0,3,3,2,2,0,1,0,19
"Emory, Carlos",15:54,0,2,0%,0,0,0%,0,2,0%,0,1,1,1,0,1,0,0,0
"Dawson, Eric",31:57,2,9,22%,0,0,0%,5,8,63%,7,7,14,1,1,2,1,0,9
"Vassallo, Ángel Daniel",32:11,0,3,0%,3,7,43%,4,4,100%,0,3,3,6,1,3,0,0,13
"Harris, Mike",37:33,7,12,58%,5,9,56%,2,3,67%,2,12,14,2,0,1,0,0,31
Totals:,,15,40,38%,11,25,44%,13,21,62%,11,29,40,19,6,8,2,1,76
