Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Diaz, Guillermo",19:11,4,5,80%,1,4,25%,2,4,50%,2,1,3,2,2,0,0,0,13
"Mendoza, Rigoberto",28:11,5,7,71%,0,1,0%,0,0,0%,1,4,5,2,2,0,2,0,10
"Allende, Leandro",5:34,0,0,0%,1,3,33%,0,0,0%,0,0,0,0,0,0,0,0,3
"Maura, Kevin 'K.J.'",15:45,0,1,0%,1,2,50%,0,0,0%,0,1,1,3,0,0,1,0,3
"Rudd, Victor",39:28,3,6,50%,6,9,67%,1,2,50%,0,11,11,6,1,1,0,1,25
"Holland, John",30:54,1,4,25%,2,6,33%,3,3,100%,1,2,3,3,2,3,1,0,11
"Abreu, Álex",20:25,1,2,50%,3,5,60%,0,0,0%,0,1,1,2,1,0,0,0,11
"Andújar, Emmanuel 'Emmy'",36:35,4,7,57%,1,3,33%,8,11,73%,2,4,6,2,3,3,1,0,19
"Brady, Chris",3:57,0,1,0%,0,0,0%,0,0,0%,2,0,2,1,1,0,0,1,0
Totals:,,18,33,55%,15,33,45%,14,20,70%,8,24,32,21,12,7,5,2,95
