Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Pellot, Jesse",28:16,5,10,50%,1,4,25%,5,7,71%,2,0,2,1,0,3,0,0,18
"Orta, Raul",11:58,0,1,0%,1,3,33%,0,0,0%,0,1,1,0,0,0,0,0,3
"Abraham, Ryann",6:04,1,3,33%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,2
"Nieves, Joel",16:12,3,5,60%,0,1,0%,0,0,0%,2,1,3,0,1,0,0,0,6
"Copeland, Donald",34:11,2,4,50%,4,5,80%,3,4,75%,0,5,5,7,2,3,0,0,19
"Ruiz, Gabriel",2:56,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,1,0,0,0,0
"Lloreda, José Jaime",28:31,8,15,53%,0,0,0%,2,4,50%,4,10,14,3,4,2,0,0,18
"Meléndez, Ricardo 'Ricky'",4:32,0,1,0%,1,2,50%,0,0,0%,0,0,0,1,1,0,0,0,3
"Dyer, Alphonse",16:35,2,2,100%,0,0,0%,2,4,50%,0,7,7,1,4,0,0,2,6
"Strong, Carlos",18:04,0,0,0%,1,1,100%,0,0,0%,0,5,5,0,3,2,2,1,3
"Rice, Darius",32:41,2,5,40%,2,8,25%,2,2,100%,1,3,4,4,1,1,0,0,12
Totals:,,23,46,50%,10,24,42%,14,21,67%,9,32,41,17,17,11,2,3,90
