Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Rodríguez, Jonathan",0:16,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Hatton, Roberto Jose 'Bobby Joe'",29:32,1,2,50%,4,8,50%,0,0,0%,1,2,3,2,1,4,0,0,14
"Colon, Gabriel 'Pirulo'",16:38,1,2,50%,0,3,0%,3,5,60%,2,2,4,0,3,0,0,1,5
"Meléndez, Ricardo 'Ricky'",14:20,1,1,100%,1,6,17%,0,0,0%,0,1,1,2,1,3,1,0,5
"De Jesus, Manuel",6:20,0,0,0%,0,1,0%,0,0,0%,0,1,1,0,1,0,0,0,0
"Cruz, Alvin",20:20,3,5,60%,0,3,0%,0,0,0%,1,2,3,3,1,3,0,0,6
"Rivera, Carlos Rubén",16:14,1,1,100%,0,0,0%,0,0,0%,1,1,2,1,1,1,0,0,2
"Narvaez, Manuel Antonio",33:34,7,12,58%,0,0,0%,0,0,0%,3,7,10,0,2,0,0,4,14
"Rodgers, Leon",34:05,2,6,33%,2,6,33%,5,6,83%,2,4,6,4,1,0,1,0,15
"Nailon, Lee",28:41,1,5,20%,0,1,0%,8,8,100%,1,4,5,1,5,4,0,3,10
Totals:,,17,34,50%,7,28,25%,16,19,84%,11,24,35,13,16,15,2,8,71
