Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Gonzalez, Miguel",16:14,2,4,50%,0,1,0%,2,2,100%,2,2,4,2,2,1,0,0,6
"Pagan, Wilfredo",25:17,1,4,25%,1,2,50%,0,0,0%,0,1,1,3,2,2,0,0,5
"Villafane, Luis",15:54,3,4,75%,0,0,0%,2,2,100%,0,3,3,1,1,0,0,2,8
"Sánchez, Ricardo 'Ricky'",15:48,0,0,0%,0,3,0%,1,2,50%,1,1,2,1,3,1,0,1,1
"Hodge Jr., Walter",28:52,5,10,50%,1,3,33%,4,4,100%,2,5,7,5,3,0,0,2,17
"Nieves, Roberto",35:18,7,12,58%,4,6,67%,2,4,50%,2,1,3,2,2,2,2,0,28
"Colón, Benjamín",0:54,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Santiago, Eddin",26:25,0,0,0%,1,4,25%,1,2,50%,0,0,0,3,2,1,0,0,4
"Sweetney, Michael",35:18,8,12,67%,0,1,0%,0,4,0%,2,7,9,2,3,3,1,3,16
Totals:,,26,46,57%,7,20,35%,12,20,60%,9,20,29,19,18,10,3,8,85
