Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Rodriguez, Jose G.",18:08,1,2,50%,2,4,50%,3,5,60%,0,4,4,1,3,5,1,0,11
"Duran, Cliff",29:46,2,5,40%,2,6,33%,6,8,75%,2,6,8,6,1,2,0,0,16
"Ayala, Angel",19:14,1,1,100%,0,0,0%,1,1,100%,0,1,1,0,4,1,1,0,3
"Suárez, Rasham",21:51,1,2,50%,0,3,0%,0,0,0%,0,1,1,2,2,2,1,1,2
"Butler, Nathaniel",21:31,3,4,75%,0,0,0%,1,4,25%,2,1,3,1,3,1,1,1,7
"Fournier, Pedro",3:37,1,1,100%,0,0,0%,0,0,0%,0,0,0,1,0,0,0,0,2
"Mitchell, Tony",27:14,3,7,43%,4,7,57%,5,5,100%,2,6,8,4,2,3,0,2,23
"Laury, David",31:39,6,10,60%,0,1,0%,2,3,67%,0,9,9,3,4,4,2,0,14
"Collier, Devon",26:55,4,7,57%,0,1,0%,0,0,0%,2,7,9,3,0,0,0,0,8
Totals:,,22,39,56%,8,22,36%,18,26,69%,8,35,43,21,19,18,6,4,86
