Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Diaz, Guillermo",17:16,1,3,33%,0,0,0%,2,2,100%,0,2,2,0,0,1,0,0,4
"Mendoza, Rigoberto",24:22,3,7,43%,0,4,0%,0,0,0%,2,2,4,2,3,0,2,0,6
"Allende, Leandro",8:27,1,1,100%,0,2,0%,0,0,0%,1,0,1,1,0,0,0,0,2
"Maura, Kevin 'K.J.'",11:01,1,1,100%,1,1,100%,1,1,100%,1,3,4,1,0,0,0,0,6
"Rudd, Victor",35:07,2,10,20%,3,9,33%,5,5,100%,3,4,7,4,2,1,3,0,18
"Abreu, Álex",22:52,2,3,67%,0,5,0%,0,1,0%,1,1,2,4,1,1,0,0,4
"Clavell, Gilberto",31:08,3,9,33%,2,5,40%,0,0,0%,1,2,3,0,3,1,0,0,12
"Ralat, Antonio",2:28,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Gandia, Ivan",6:07,0,0,0%,0,1,0%,0,0,0%,0,0,0,2,0,0,0,0,0
"Rodríguez, Jonathan",30:59,1,2,50%,1,5,20%,1,1,100%,1,4,5,1,3,1,0,1,6
"Brady, Chris",10:13,1,1,100%,0,1,0%,0,0,0%,1,2,3,0,1,1,0,0,2
Totals:,,15,37,41%,7,33,21%,9,10,90%,11,20,31,15,13,6,5,1,60
