Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Parks, Emilio",1:43,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Young, Mike",28:43,10,11,91%,0,1,0%,3,3,100%,0,2,2,3,1,1,0,0,23
"Torres, Andres",16:06,1,1,100%,1,3,33%,0,0,0%,1,2,3,3,2,1,0,0,5
"Duran, Cliff",13:47,0,0,0%,2,2,100%,0,0,0%,0,2,2,0,4,1,0,0,6
"Belardo, Gabriel J.",25:48,4,9,44%,2,5,40%,0,0,0%,1,2,3,6,0,0,0,0,14
"Colon, Gabriel 'Pirulo'",3:22,1,2,50%,0,0,0%,0,0,0%,0,1,1,0,0,0,0,0,2
"Reese, Derek",4:20,0,0,0%,0,0,0%,0,0,0%,0,2,2,0,0,0,0,0,0
"Emory, Carlos",29,3,5,60%,0,5,0%,0,2,0%,4,7,11,2,1,1,0,2,6
"Rivera, Carlos Rubén",28:06,2,3,67%,2,6,33%,1,1,100%,0,3,3,3,1,1,0,0,11
"Walker, Chris",21:15,4,5,80%,1,1,100%,1,1,100%,1,6,7,0,2,1,0,1,12
"Ruiz, Jared",7:41,1,2,50%,0,2,0%,0,0,0%,0,0,0,0,1,1,0,1,2
"Ramos, Peter John",20:03,0,2,0%,0,3,0%,1,2,50%,1,7,8,1,3,2,1,0,1
Totals:,,26,40,65%,8,28,29%,6,9,67%,8,34,42,18,15,9,1,4,82
