Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Colón, Benjamín",31:10,12,16,75%,0,3,0%,7,7,100%,4,8,12,0,2,4,2,2,31
"Collazo, Carlos",18:48,2,4,50%,0,0,0%,2,2,100%,1,7,8,0,1,2,1,1,6
"Vazquez, Christian",24:28,3,8,38%,1,5,20%,2,2,100%,4,1,5,4,3,6,0,0,11
"Arroyo, Alberto C.",11:24,0,0,0%,0,1,0%,0,0,0%,0,1,1,4,1,0,2,0,0
"Hamilton, Kevin",28:36,2,6,33%,4,7,57%,0,0,0%,2,5,7,6,2,3,1,0,16
"Salgado, Luis",13:14,1,2,50%,0,0,0%,0,0,0%,0,4,4,1,1,3,1,0,2
"Gonzalez, Miguel",15:32,1,2,50%,0,3,0%,0,0,0%,0,2,2,2,0,1,1,0,2
"Rivera, Jorge Luis",21:12,4,5,80%,1,2,50%,4,4,100%,2,3,5,0,0,3,2,2,15
"Mojica, Javier",35:36,6,14,43%,3,8,38%,2,3,67%,7,5,12,7,1,5,1,0,23
Totals:,,31,57,54%,9,29,31%,17,18,94%,20,36,56,24,11,27,11,5,106
