Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Arroyo, Carlos",32:47,5,10,50%,1,5,20%,6,6,100%,1,1,2,7,3,2,1,0,19
"Ayuso, Elias 'Larry'",17:56,2,2,100%,1,3,33%,2,2,100%,0,0,0,1,3,3,0,0,9
"Berdiel, Miguel 'Ali'",25:34,3,6,50%,1,2,50%,0,0,0%,0,5,5,3,3,3,1,0,9
"Milbourne, Landon",37:51,6,12,50%,0,2,0%,4,4,100%,1,4,5,0,2,2,0,1,16
"Rivera, Filiberto",23:25,1,3,33%,1,3,33%,0,0,0%,0,5,5,6,0,1,0,0,5
"Cruz, Alvin",6:02,0,1,0%,0,0,0%,0,0,0%,0,1,1,0,1,0,0,0,0
"Sánchez, Ricardo 'Ricky'",30:27,1,4,25%,3,5,60%,2,2,100%,0,12,12,2,5,1,1,2,13
"Buckner, Reggie",18,2,4,50%,0,0,0%,0,0,0%,0,2,2,1,5,0,0,0,4
"Young, Kevin",7:55,1,2,50%,0,1,0%,0,0,0%,2,1,3,1,0,0,0,0,2
Totals:,,21,44,48%,7,21,33%,14,14,100%,4,31,35,21,22,12,3,3,77
