Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Brown, Gilbert",31:07,6,7,86%,1,3,33%,1,2,50%,0,4,4,3,2,3,1,0,16
"Rodriguez, Joey",18:18,0,1,0%,2,3,67%,2,2,100%,0,2,2,1,2,0,0,0,8
"Horne, Jamelle",25:24,1,4,25%,2,4,50%,2,2,100%,0,3,3,2,2,5,1,0,10
"Nieves, Roberto",10:08,0,0,0%,0,0,0%,0,0,0%,0,2,2,0,1,0,0,1,0
"Carmona, Alejandro 'Bimbo'",29:51,8,14,57%,1,1,100%,2,2,100%,1,3,4,1,3,1,0,0,21
"Clemente, Denis",31:08,5,5,100%,1,5,20%,0,0,0%,0,4,4,6,3,2,0,0,13
"Scott, Seth",20:31,5,10,50%,0,0,0%,0,2,0%,4,5,9,3,2,0,0,1,10
"Valenzuela, Hector",4:43,0,2,0%,0,0,0%,0,0,0%,0,0,0,0,1,0,0,0,0
"Penn, Kleon",28:45,2,3,67%,0,0,0%,0,2,0%,1,2,3,1,3,0,1,3,4
Totals:,,27,46,59%,7,16,44%,7,12,58%,6,25,31,17,19,11,3,5,82
