Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Pellot, Jesse",33:58,9,12,75%,1,7,14%,6,9,67%,4,2,6,2,1,0,0,0,27
"Ramirez, Luis S.",0:01,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,1,0,0,0,0
"Alvarado, Omar J.",36:25,3,7,43%,1,5,20%,1,2,50%,1,5,6,1,1,1,0,1,10
"Osimani, Martin",35:18,0,0,0%,3,6,50%,3,4,75%,2,3,5,7,4,5,0,0,12
"Wolkowisky, Ruben",31:44,5,10,50%,3,3,100%,4,4,100%,1,9,10,1,1,2,1,0,23
"De Jesus, Manuel",32:08,5,7,71%,1,4,25%,0,0,0%,1,6,7,3,3,2,1,1,13
"Mendez, Osvaldo",8:16,0,1,0%,0,2,0%,2,2,100%,0,0,0,0,1,0,1,0,2
"Dyer, Alphonse",16:08,2,4,50%,0,1,0%,0,0,0%,1,6,7,0,2,0,0,3,4
"Martinez, Carlos",6:02,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,1,1,0,0,0
Totals:,,24,41,59%,9,28,32%,16,21,76%,10,31,41,14,15,11,3,5,91
