Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Ford, Aleem",1:49,0,0,0%,0,1,0%,0,0,0%,0,0,0,0,2,0,0,0,0
"Thompson, Deon",26:10,6,11,55%,0,2,0%,3,4,75%,1,6,7,2,1,1,2,3,15
"Guitián, José",27:08,0,0,0%,6,8,75%,1,1,100%,1,3,4,1,4,0,0,0,19
"Cruz, Ismael Yomar",21:36,0,0,0%,5,9,56%,0,0,0%,1,2,3,1,2,0,0,0,15
"Cheatham, Haanif",10:44,0,1,0%,0,1,0%,1,2,50%,1,1,2,0,2,0,1,0,1
"López, Carlos 'Yao'",16:39,3,3,100%,0,0,0%,0,4,0%,2,3,5,3,3,0,0,1,6
"Liz, Víctor",29:25,4,8,50%,2,4,50%,8,9,89%,0,5,5,5,4,4,0,0,22
"López, Luis",8:44,1,1,100%,0,0,0%,1,2,50%,0,0,0,2,0,0,0,0,3
"Rivera, Carlos Rubén",23:28,3,5,60%,0,1,0%,5,5,100%,0,1,1,5,3,2,1,1,11
"Renfroe, Alex",25:42,1,2,50%,0,1,0%,0,0,0%,0,0,0,2,2,0,1,0,2
"Murphy, Jordan",8:35,1,2,50%,0,0,0%,0,0,0%,0,1,1,0,3,2,0,0,2
Totals:,,19,33,58%,13,27,48%,19,27,70%,6,22,28,21,26,9,5,5,96
