Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"De Jesús, Jezreel",32:25,6,11,55%,2,4,50%,7,8,88%,1,1,2,5,0,3,0,0,25
"Suárez, Rasham",17:27,2,2,100%,0,2,0%,0,0,0%,0,1,1,4,3,0,1,0,4
"Curnell, Tyrone",30:56,1,3,33%,3,9,33%,3,4,75%,0,6,6,1,3,1,1,1,14
"Sanabria, Jorge",12:56,1,2,50%,0,0,0%,0,0,0%,1,3,4,2,3,1,1,0,2
"Martínez, Wil",32:16,2,10,20%,3,9,33%,3,3,100%,3,1,4,3,2,1,0,0,16
"Pérez, Owen",11:02,2,5,40%,0,0,0%,0,2,0%,3,1,4,0,3,0,0,0,4
"Rhett, MJ",33:10,5,8,63%,1,1,100%,0,0,0%,2,8,10,0,1,3,0,0,13
"Ruiz, Jared",14:34,1,2,50%,0,1,0%,2,2,100%,2,0,2,3,0,0,2,0,4
"Parks, Emilio",15:09,0,2,0%,0,0,0%,1,2,50%,1,2,3,3,1,0,0,0,1
Totals:,,20,45,44%,9,26,35%,16,21,76%,13,23,36,21,16,9,5,1,83
