Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Weber, Briante",33:05,5,12,42%,2,5,40%,1,2,50%,0,4,4,4,3,2,2,0,17
"Lopez, Christian",1:32,0,0,0%,0,1,0%,0,0,0%,1,0,1,1,0,0,0,0,0
"Ocasio Negron, Adrian",6:46,1,3,33%,0,1,0%,1,2,50%,1,0,1,0,2,0,0,0,3
"Jenkins, Lorenzo",28:55,2,3,67%,3,9,33%,1,3,33%,0,2,2,1,1,1,0,0,14
"Ramos, Enrique",7:28,1,3,33%,0,0,0%,0,0,0%,1,2,3,1,1,0,0,0,2
"Cintron, Jordan",9:19,0,3,0%,0,0,0%,0,0,0%,2,2,4,1,1,0,0,0,0
"Barham, Marcus",10:18,0,0,0%,1,1,100%,1,1,100%,0,1,1,0,2,1,0,0,4
"Ruiz, Jared",26:45,1,5,20%,0,0,0%,0,1,0%,2,2,4,4,0,3,2,1,2
"Basabe, Melsahn",32:47,6,9,67%,1,2,50%,2,6,33%,4,2,6,0,2,0,0,0,17
"Pizarro, Christian Jomar",19:09,3,6,50%,0,3,0%,0,0,0%,0,3,3,3,3,3,0,0,6
"Furstinger, Joe",23:56,1,3,33%,0,1,0%,0,0,0%,0,6,6,0,3,2,0,0,2
Totals:,,20,47,43%,7,23,30%,6,15,40%,11,24,35,15,18,12,4,1,67
