Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Ford, Aleem",26:43,1,3,33%,4,7,57%,0,0,0%,2,7,9,3,2,2,0,0,14
"Thompson, Deon",18:15,4,7,57%,1,3,33%,2,2,100%,2,1,3,1,0,0,1,0,13
"Zambrana, Xavier",5:09,1,1,100%,0,1,0%,0,0,0%,1,0,1,0,0,0,0,0,2
"Erans, Ricardo",1:51,0,0,0%,0,0,0%,1,2,50%,1,0,1,0,0,0,0,0,1
"Guitián, José",7:38,0,1,0%,0,1,0%,0,0,0%,0,1,1,0,5,0,0,0,0
"Cruz, Ismael Yomar",16:07,0,1,0%,2,5,40%,0,0,0%,3,1,4,2,0,0,0,0,6
"Colon, Jatsiel",1:35,1,1,100%,0,0,0%,0,0,0%,0,0,0,0,1,0,0,0,2
"Cheatham, Haanif",20:24,1,3,33%,1,4,25%,0,4,0%,3,4,7,6,0,3,2,0,5
"López, Carlos 'Yao'",10,2,2,100%,0,0,0%,0,0,0%,0,4,4,0,1,5,1,1,4
"López, Luis",10,0,0,0%,0,3,0%,2,2,100%,0,1,1,2,0,1,0,0,2
"Rivera, Carlos Rubén",18:31,2,2,100%,3,5,60%,0,0,0%,0,3,3,1,0,0,1,0,13
"Renfroe, Alex",18:08,1,2,50%,2,4,50%,0,0,0%,2,2,4,4,2,1,1,0,8
"Murphy, Jordan",16:36,3,7,43%,0,1,0%,3,6,50%,3,8,11,0,1,1,2,1,9
"De Jesús, Jezreel",22:14,5,6,83%,1,3,33%,0,0,0%,0,1,1,2,0,0,2,0,13
"Vassallo, Ángel Daniel",6:49,0,0,0%,0,1,0%,0,0,0%,0,1,1,2,1,0,0,0,0
Totals:,,21,36,58%,14,38,37%,8,16,50%,17,34,51,23,13,13,10,2,92
