Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Duran, Cliff",0:05,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Guitián, José",14:39,0,1,0%,0,4,0%,0,0,0%,0,4,4,1,0,0,0,0,0
"Renfroe, Alex",37:55,1,1,100%,3,7,43%,0,0,0%,2,2,4,6,2,2,4,1,11
"Liz, Víctor",26:23,7,13,54%,0,4,0%,2,4,50%,2,0,2,4,1,0,3,0,16
"Rivera, Carlos Rubén",28:42,2,3,67%,2,4,50%,0,0,0%,0,4,4,3,1,3,1,0,10
"Ubiles, Edwin",8:27,0,0,0%,1,1,100%,0,0,0%,0,0,0,0,0,0,0,0,3
"Ramos, Peter John",26:52,7,9,78%,1,3,33%,0,0,0%,3,3,6,2,3,3,0,0,17
"Vassallo, Ángel Daniel",31:20,7,11,64%,1,5,20%,3,5,60%,1,9,10,6,1,2,1,0,20
"Uter, Adrian",25:33,4,5,80%,0,0,0%,2,3,67%,2,2,4,2,4,1,0,1,10
Totals:,,28,43,65%,8,28,29%,7,12,58%,10,24,34,24,12,11,9,2,87
