Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Suárez, Rasham",31:32,4,7,57%,1,1,100%,1,4,25%,2,0,2,3,1,4,1,0,12
"Díaz, Jorge Brian",20:55,2,3,67%,0,1,0%,0,0,0%,3,2,5,1,2,0,0,0,4
"Daniels, Will",34:58,6,10,60%,1,3,33%,8,8,100%,2,5,7,2,3,0,3,0,23
"Rodriguez, Ernesto",11:26,1,1,100%,0,2,0%,1,4,25%,0,1,1,2,4,1,1,0,3
"Morales, Luis Damian",28:36,3,5,60%,0,2,0%,2,3,67%,2,1,3,1,2,1,1,1,8
"Rojas, Brian O.",1:11,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Ayuso, Elias 'Larry'",34:53,4,7,57%,0,9,0%,7,7,100%,1,1,2,1,3,5,0,0,15
"Rivera, Jesus",5:16,0,1,0%,0,0,0%,0,0,0%,0,1,1,0,0,0,0,0,0
"Petro, Johan",24:53,2,6,33%,0,0,0%,2,2,100%,2,6,8,0,1,4,0,0,6
"Garcia, Angel 'Piwi'",6:17,0,1,0%,0,0,0%,0,0,0%,1,0,1,1,1,1,0,0,0
Totals:,,22,41,54%,2,18,11%,21,28,75%,13,17,30,11,17,16,6,1,71
