Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Palermo, Isaiah",9:05,0,4,0%,0,1,0%,0,0,0%,0,2,2,1,1,1,1,1,0
"Vassallo, Ángel Daniel",19:48,0,1,0%,1,7,14%,0,0,0%,0,2,2,2,1,0,3,0,3
"Plummer, Alfonso",28:26,4,8,50%,2,6,33%,1,1,100%,2,5,7,0,2,1,1,0,15
"Carattini, Víctor",5:05,0,0,0%,0,0,0%,2,2,100%,1,2,3,0,0,1,0,0,2
"Guitián, José",17:40,0,0,0%,0,2,0%,1,2,50%,0,3,3,2,1,0,0,0,1
"Clemente, Ramon",17:48,4,6,67%,0,2,0%,3,4,75%,1,5,6,2,1,1,0,2,11
"Matías, Ángel L.",27:54,7,16,44%,0,1,0%,2,3,67%,3,5,8,1,3,0,0,0,16
"Holloway, Terrell 'Tu'",34:43,2,5,40%,0,4,0%,10,10,100%,0,4,4,4,2,2,0,0,14
"Pardon, Dereck",23:52,3,8,38%,0,0,0%,3,4,75%,2,8,10,1,2,1,0,0,9
"Duran, Cliff",15:39,0,1,0%,1,2,50%,0,0,0%,2,2,4,3,2,2,0,1,3
Totals:,,20,49,41%,4,25,16%,22,26,85%,11,38,49,16,15,9,5,4,74
