Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Suárez, Rasham",21:38,0,3,0%,1,1,100%,1,2,50%,0,5,5,4,2,1,0,0,4
"Díaz, Jorge Brian",21:36,0,2,0%,0,2,0%,0,0,0%,0,6,6,1,0,1,1,2,0
"Daniels, Will",29:53,9,11,82%,0,1,0%,3,3,100%,3,2,5,3,3,0,2,1,21
"Rodriguez, Ernesto",1:43,1,1,100%,0,0,0%,0,0,0%,1,1,2,1,0,0,1,0,2
"Belardo, Gabriel J.",18:41,2,7,29%,0,1,0%,0,0,0%,4,1,5,4,1,2,2,0,4
"Rojas, Brian O.",1:43,0,0,0%,0,1,0%,0,0,0%,0,1,1,0,1,0,0,0,0
"Ayuso, Elias 'Larry'",32:02,4,8,50%,3,10,30%,3,3,100%,1,2,3,2,1,2,0,0,20
"Apodaca, Rick",32:07,2,2,100%,5,10,50%,6,6,100%,0,0,0,4,1,1,4,0,25
"Rivera, Jesus",1:43,0,0,0%,0,1,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Petro, Johan",24:51,4,10,40%,0,1,0%,0,0,0%,1,8,9,1,1,0,1,1,8
"Garcia, Angel 'Piwi'",11:58,3,3,100%,0,1,0%,1,2,50%,3,1,4,3,2,0,1,0,7
"Vazquez, Tomas",1:59,1,1,100%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,2
Totals:,,26,48,54%,9,29,31%,14,16,88%,13,27,40,23,12,7,12,4,93
