Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Life, James",21:46,1,4,25%,3,8,38%,0,0,0%,1,1,2,0,2,1,0,1,11
"García, Jonathan",12:53,2,3,67%,0,1,0%,0,0,0%,0,2,2,2,2,0,0,0,4
"Maye, James",14:18,2,2,100%,0,0,0%,0,0,0%,1,0,1,0,0,1,0,1,4
"Berdiel, Miguel 'Ali'",34:36,6,9,67%,1,6,17%,11,12,92%,0,6,6,2,2,0,2,0,26
"Clemente, Denis",36:33,5,11,45%,1,6,17%,1,1,100%,2,6,8,3,0,3,1,0,14
"Guitián, José",16:27,0,1,0%,1,4,25%,0,0,0%,3,3,6,1,4,1,1,0,3
"Johnson, Ivan",35:42,7,15,47%,1,5,20%,5,8,63%,5,5,10,1,4,2,1,0,22
"Rivas, Luis A.",8:29,1,4,25%,0,0,0%,0,0,0%,3,3,6,0,0,0,0,1,2
"Penn, Kleon",19:16,0,1,0%,0,1,0%,0,0,0%,2,1,3,1,0,1,0,5,0
Totals:,,24,50,48%,7,31,23%,17,21,81%,17,27,44,10,14,9,5,8,86
