Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Holloway, Terrell 'Tu'",30:38,4,7,57%,4,9,44%,0,0,0%,0,1,1,5,0,2,0,0,20
"Rosario, Mike",33:11,4,8,50%,1,5,20%,1,2,50%,1,0,1,4,4,2,0,0,12
"García, Jonathan",9:32,1,1,100%,1,2,50%,0,0,0%,1,2,3,2,3,0,0,0,5
"Carmona, Alejandro 'Bimbo'",16:34,1,3,33%,1,2,50%,1,2,50%,0,5,5,3,2,3,0,0,6
"Colón, Alexis 'Bebo'",16:48,0,0,0%,0,1,0%,0,0,0%,0,0,0,1,1,0,1,0,0
"Polo, Tyler",13:13,1,1,100%,1,3,33%,0,0,0%,0,1,1,1,1,0,0,0,5
"Díaz, Jorge Brian",29:38,4,5,80%,0,1,0%,1,2,50%,2,8,10,1,3,0,2,2,9
"Terry, Reyshawn",33:30,5,13,38%,2,3,67%,7,9,78%,2,9,11,4,1,2,1,0,23
"Alamo, Angel 'Junito'",16:51,1,4,25%,1,2,50%,0,0,0%,2,6,8,2,2,1,0,1,5
Totals:,,21,42,50%,11,28,39%,10,15,67%,8,32,40,23,17,10,4,3,85
