Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Burtt, Steven",35:05,2,3,67%,0,5,0%,6,6,100%,0,1,1,7,3,7,3,0,10
"Martínez, Wil",33:57,0,3,0%,4,9,44%,1,2,50%,0,4,4,3,3,0,2,0,13
"Cintrón, Raymond",15:29,0,0,0%,0,1,0%,0,0,0%,0,0,0,0,1,1,0,0,0
"Orozco, William",34:23,2,2,100%,0,4,0%,3,4,75%,2,7,9,0,2,2,0,2,7
"Famous, Jarrid",21:22,9,10,90%,1,1,100%,2,2,100%,1,4,5,1,3,2,0,1,23
"Ubiles, Edwin",24:44,3,3,100%,2,5,40%,2,2,100%,0,1,1,5,2,1,0,0,14
"Cotto, Rubén",3:16,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,1,0,0,0
"Perez, Yudniel",7:32,0,0,0%,0,1,0%,0,0,0%,0,1,1,1,0,0,0,0,0
"Ramos, Peter John",24:07,2,7,29%,0,0,0%,4,6,67%,1,6,7,2,3,2,0,0,8
Totals:,,18,28,64%,7,26,27%,18,22,82%,4,24,28,19,17,16,5,3,75
