Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Gonzalez, Javier",10:04,0,2,0%,0,1,0%,0,0,0%,0,1,1,0,0,2,0,0,0
"Doolittle, Kristian",28:25,2,2,100%,0,1,0%,0,0,0%,2,6,8,4,2,0,0,0,4
"Rodriguez, Angel Daniel",36:55,7,11,64%,1,5,20%,1,2,50%,1,5,6,5,4,4,1,0,18
"Santiago, Jr., Benito",20:12,1,1,100%,2,4,50%,2,2,100%,0,5,5,2,3,1,2,0,10
"Pearson, Ryan",19:18,2,4,50%,1,1,100%,0,0,0%,0,5,5,3,1,0,0,0,7
"Romero, Ismael",28:20,9,12,75%,0,0,0%,0,2,0%,0,2,2,1,3,2,1,1,18
"Cuascut, Luis D",20:12,3,4,75%,0,1,0%,2,2,100%,3,0,3,0,1,1,0,2,8
"Mojica, Javier",36:34,2,5,40%,3,7,43%,3,4,75%,0,2,2,6,1,2,1,0,16
Totals:,,26,41,63%,7,20,35%,8,12,67%,6,26,32,21,15,12,5,3,81
